Wavelength,HER20,HER21,HER23,HER24,HER25,HER27,HER28,HER29,HER30,HER32,HER34,HER46,HER47,HER48,EEA1,EEA3,EIS1,EIS2,EIS3,ESU1,ESU2,ESU3,ETH1,ETH2,ETH3,HY+,HY-
541,71,68,70,71,69,68,59,70,69,71,77,89,83,90,52,48,49,43,44,45,39,30,39,40,38,65,43
542,71,68,70,71,69,68,59,70,69,71,77,88,83,90,52,48,50,44,44,46,39,30,40,40,38,65,44
543,71,68,70,71,69,68,59,70,69,71,77,88,83,90,53,49,50,44,44,46,39,30,40,40,38,65,44
544,71,68,70,71,69,68,59,70,69,71,77,88,83,90,53,49,50,44,44,46,40,31,40,41,39,64,44
545,71,68,70,71,69,68,59,70,69,71,77,88,83,90,53,49,50,44,45,47,40,31,41,41,39,64,44
546,71,68,70,71,69,68,59,70,69,71,77,88,83,90,53,49,51,45,45,47,40,31,41,41,39,64,44
547,71,68,70,71,69,68,59,70,69,71,77,88,83,90,54,49,51,45,45,47,41,31,41,42,40,64,45
548,71,68,70,71,69,68,59,70,69,71,77,88,83,90,54,50,51,45,45,47,41,31,41,42,40,64,45
549,71,68,70,71,69,68,60,70,69,71,77,87,83,90,54,50,51,45,46,48,41,32,42,42,40,64,45
550,71,68,70,71,69,68,60,70,69,71,77,87,83,90,54,50,52,46,46,48,42,32,42,42,41,64,45
551,71,68,70,71,69,68,60,70,69,71,77,87,83,90,55,50,52,46,46,48,42,32,42,43,41,63,45
552,71,68,70,71,69,68,60,70,69,71,77,87,83,90,55,51,52,46,46,49,42,32,42,43,41,63,46
553,71,68,70,71,69,68,60,70,69,71,77,87,83,90,55,51,52,46,47,49,43,33,43,43,41,63,46
554,71,68,70,71,69,68,60,70,69,71,77,87,83,90,55,51,53,47,47,49,43,33,43,44,42,63,46
555,71,68,70,71,69,68,60,70,69,71,77,87,83,90,56,51,53,47,47,50,43,33,43,44,42,63,46
556,71,68,70,71,69,68,60,70,69,71,77,87,83,90,56,51,53,47,47,50,44,34,44,44,42,63,46
557,71,68,70,71,69,68,60,70,69,71,77,86,83,90,56,52,53,48,48,50,44,34,44,44,43,63,46
558,71,68,70,71,69,68,60,70,69,71,77,86,83,90,56,52,54,48,48,51,44,34,44,45,43,62,47
559,71,68,70,71,69,68,60,70,69,71,77,86,82,90,57,52,54,48,48,51,44,34,44,45,43,62,47
560,71,68,70,71,69,68,60,70,69,71,77,86,82,90,57,52,54,49,48,51,45,35,45,45,44,62,47
561,71,68,70,71,68,68,60,70,70,71,77,85,82,89,57,53,54,49,49,52,45,35,45,45,44,62,47
562,71,68,70,71,68,68,60,70,70,71,77,85,82,89,57,53,55,49,49,52,45,35,45,46,44,62,47
563,72,69,70,71,68,68,60,70,70,72,77,85,82,89,58,53,55,49,49,52,45,35,46,46,44,62,47
564,72,69,70,71,68,68,60,70,69,72,76,85,82,89,58,53,55,50,49,53,46,36,46,46,45,62,47
565,72,69,70,71,68,68,60,70,69,72,76,84,82,89,58,53,55,50,49,53,46,36,46,46,45,62,48
566,72,69,70,71,68,68,59,70,69,72,76,84,82,89,58,54,56,50,50,53,46,36,46,47,45,62,48
567,72,69,70,71,68,68,59,70,69,72,76,83,82,89,58,54,56,51,50,54,46,36,47,47,45,61,48
568,72,69,69,71,67,68,59,70,69,72,76,83,82,89,59,54,56,51,50,54,46,37,47,47,46,61,48
569,72,70,69,70,67,68,59,71,69,72,75,83,82,88,59,54,56,51,50,54,46,37,47,48,46,61,48
570,72,70,69,70,67,68,59,71,69,72,75,82,82,88,59,54,57,51,50,55,47,37,47,48,46,61,48
571,72,70,69,70,67,68,59,71,69,72,75,82,82,88,59,54,57,52,51,55,47,37,48,48,46,61,48
572,72,70,69,70,67,68,59,71,69,72,75,82,81,88,60,55,57,52,51,55,47,38,48,48,47,61,49
573,72,70,69,70,66,68,59,71,69,72,75,82,81,88,60,55,57,52,51,56,47,38,48,49,47,61,49
574,72,70,69,70,66,68,59,71,69,72,75,81,81,88,60,55,57,52,51,56,47,38,48,49,47,61,49
575,72,71,69,70,66,68,59,71,69,72,75,81,81,88,60,55,58,53,51,56,48,38,49,49,47,61,49
576,72,71,69,70,66,68,59,71,69,72,75,81,81,88,61,55,58,53,52,56,48,38,49,49,48,61,49
577,72,71,69,70,66,68,59,71,69,72,75,81,81,88,61,55,58,53,52,57,48,39,49,50,48,61,50
578,72,71,69,70,66,68,59,71,69,72,75,81,81,88,61,56,58,53,52,57,48,39,49,50,48,61,50
579,72,71,69,70,66,68,59,71,69,72,75,81,81,88,61,56,59,54,52,57,49,39,50,50,48,61,50
580,72,71,69,70,66,68,59,71,69,72,75,81,81,88,61,56,59,54,52,58,49,39,50,50,49,61,50
581,72,71,69,70,66,68,59,71,69,72,75,81,81,88,61,56,59,54,53,58,49,40,50,51,49,61,50
582,72,71,69,70,66,68,59,71,69,72,75,81,81,88,62,56,59,54,53,58,49,40,51,51,49,61,50
583,72,71,69,70,66,68,59,71,69,72,75,81,81,88,62,56,59,55,53,59,50,40,51,51,50,61,50
584,72,71,69,70,66,68,59,71,69,72,75,81,81,88,62,57,60,55,53,59,50,40,51,51,50,61,50
585,72,71,69,70,66,68,59,71,69,72,75,81,81,88,62,57,60,55,54,59,50,41,51,52,50,61,50
586,72,71,69,70,66,68,59,71,69,72,75,81,82,88,62,57,60,55,54,59,51,41,52,52,51,61,50
587,72,71,69,70,66,68,59,71,69,72,75,81,82,88,63,57,60,56,54,60,51,41,52,52,51,61,51
588,72,71,69,70,66,68,59,71,69,72,75,81,82,88,63,57,60,56,54,60,51,41,52,52,51,61,51
589,72,70,69,70,66,68,59,71,69,72,75,81,82,88,63,58,61,56,54,60,52,42,52,53,51,61,51
590,72,70,69,70,66,68,60,71,69,72,75,81,82,88,63,58,61,56,55,61,52,42,53,53,52,61,51
591,72,70,69,70,66,68,60,71,69,72,75,81,82,88,63,58,61,56,55,61,52,42,53,53,52,60,51
592,72,70,69,70,67,68,60,71,69,72,75,81,82,88,63,58,61,57,55,61,52,42,53,53,52,60,51
593,72,70,69,70,67,68,60,71,69,72,75,81,82,88,64,58,61,57,55,61,53,43,53,53,53,60,51
594,71,70,69,70,67,68,60,71,69,72,75,81,82,88,64,58,62,57,55,62,53,43,54,54,53,60,51
595,71,70,69,70,67,68,60,71,69,72,75,81,82,88,64,59,62,57,56,62,53,43,54,54,53,60,51
596,71,70,69,70,67,68,60,71,69,72,75,81,82,88,64,59,62,58,56,62,54,43,54,54,53,60,51
597,72,70,69,70,67,68,60,71,69,72,75,81,82,88,64,59,62,58,56,62,54,44,54,54,54,60,51
598,72,70,69,71,67,68,60,71,69,72,75,81,82,88,64,59,62,58,56,63,54,44,55,55,54,60,51
599,72,70,69,71,67,68,60,71,69,72,75,82,82,88,64,59,63,58,56,63,54,44,55,55,54,60,51
600,72,70,69,71,67,68,59,71,69,72,75,82,82,88,65,59,63,59,57,63,55,44,55,55,55,60,51
601,72,70,69,71,67,68,59,71,69,72,75,82,82,88,65,59,63,59,57,63,55,45,55,55,55,60,51
602,72,70,69,71,67,68,59,71,69,72,75,82,82,88,65,60,63,59,57,64,55,45,56,56,55,60,51
603,72,70,69,71,67,68,59,71,69,72,75,82,82,88,65,60,63,59,57,64,56,45,56,56,55,60,52
604,72,70,69,71,67,68,59,71,69,72,75,82,82,88,65,60,63,59,57,64,56,45,56,56,56,60,52
605,72,70,69,71,67,68,59,71,69,72,75,82,82,88,65,60,64,59,58,65,56,46,57,56,56,60,52
606,72,70,69,71,67,68,59,71,69,72,75,82,82,88,65,60,64,60,58,65,56,46,57,56,56,60,52
607,72,70,70,71,67,68,59,71,69,72,75,82,82,88,66,60,64,60,58,65,57,46,57,57,56,60,52
608,72,70,70,71,67,68,59,71,69,72,76,82,82,88,66,61,64,60,58,65,57,46,57,57,57,59,52
609,72,70,70,71,67,68,59,71,69,72,76,82,82,88,66,61,64,60,58,66,57,47,58,57,57,59,52
610,72,70,70,71,67,68,60,71,69,72,76,82,82,88,66,61,64,60,59,66,58,47,58,57,57,59,52
611,72,70,70,71,67,68,60,71,69,72,76,82,82,88,66,61,65,61,59,66,58,47,58,58,58,59,52
612,72,69,70,71,67,68,60,71,69,72,76,82,83,88,66,61,65,61,59,66,58,47,58,58,58,59,52
613,72,69,70,71,67,68,60,71,69,72,76,82,83,88,66,61,65,61,59,67,59,48,58,58,58,59,52
614,71,69,70,71,68,68,60,71,69,72,76,82,83,88,66,61,65,61,59,67,59,48,59,58,58,59,52
615,71,69,70,71,68,68,60,71,69,72,76,82,83,88,67,62,65,61,59,67,59,48,59,58,59,59,52
616,71,69,70,71,68,68,60,71,69,72,76,82,83,88,67,62,65,61,60,67,60,48,59,59,59,59,52
617,71,69,70,71,68,68,60,71,69,72,76,82,83,88,67,62,65,61,60,68,60,49,59,59,59,60,53
618,71,69,70,71,68,68,60,71,69,72,76,82,83,88,67,62,65,62,60,68,60,49,59,59,60,60,53
619,71,69,70,71,68,68,60,71,69,72,77,82,83,88,67,62,65,62,60,68,61,49,60,59,60,60,53
620,71,68,70,71,68,67,60,71,69,72,77,82,83,88,67,62,65,62,60,68,61,49,60,59,60,60,53
621,71,68,70,71,68,67,60,71,69,72,77,82,83,88,67,62,66,62,60,69,62,49,60,60,60,60,53
622,71,68,70,71,68,67,60,71,69,72,77,82,83,88,67,63,66,62,61,69,62,50,60,60,61,60,53
623,71,68,70,71,69,67,60,71,69,72,77,82,83,88,67,63,66,62,61,69,62,50,60,60,61,60,53
624,71,68,70,71,69,67,60,71,69,72,77,82,83,88,67,63,66,62,61,69,63,50,61,60,61,60,53
625,71,67,71,71,69,67,60,71,69,72,77,82,83,88,67,63,66,62,61,69,63,50,61,60,62,60,53
626,71,67,71,71,69,67,60,70,69,71,77,82,83,88,67,63,66,62,61,70,63,50,61,60,62,60,53
627,71,67,71,71,69,67,60,70,69,71,77,82,83,88,67,63,66,63,61,70,64,51,61,61,62,60,53
628,71,67,71,71,69,67,60,70,69,71,78,82,83,88,67,63,66,63,61,70,64,51,61,61,62,60,53
629,71,67,71,71,69,67,59,70,69,71,78,82,83,88,67,63,66,63,62,70,64,51,62,61,63,60,53
630,71,66,71,71,69,67,59,70,69,71,78,82,83,88,67,63,66,63,62,70,65,51,62,61,63,60,54
631,71,66,71,71,70,67,59,70,69,71,78,82,83,88,67,63,66,63,62,70,65,51,62,61,63,60,54
632,71,66,71,71,70,67,59,70,69,71,78,82,84,88,67,63,66,63,62,71,66,51,62,61,63,60,54
633,71,66,71,71,70,67,59,70,69,71,78,82,84,88,67,64,66,63,62,71,66,52,62,61,64,60,54
634,71,65,71,71,70,67,59,70,68,71,78,82,84,88,67,64,66,63,62,71,66,52,62,61,64,60,54
635,71,65,71,71,70,67,59,70,68,71,78,82,84,87,67,64,66,63,62,71,67,52,62,61,64,60,54
636,71,65,71,71,70,67,59,70,68,71,78,82,84,87,67,64,66,63,63,71,67,52,62,62,64,60,54
637,70,65,71,71,70,67,59,70,68,71,79,82,84,87,67,64,66,63,63,71,67,52,63,62,65,60,54
638,70,65,71,71,71,67,59,70,68,71,79,82,84,87,67,64,66,63,63,72,68,53,63,62,65,60,54
639,70,64,72,70,71,67,59,70,68,71,79,82,84,87,67,64,66,63,63,72,68,53,63,62,65,60,54
640,70,64,72,70,71,67,59,70,68,71,79,82,84,87,67,64,66,63,63,72,69,53,63,62,65,60,54
641,70,64,72,70,71,67,59,70,68,71,79,82,84,87,67,64,66,63,63,72,69,53,63,62,66,60,54
642,70,64,72,70,71,67,59,70,68,71,79,82,84,87,67,64,66,63,64,72,69,53,63,62,66,60,54
643,70,64,72,70,71,67,59,70,68,71,79,82,84,87,68,64,67,63,64,72,70,54,63,62,66,60,54
644,70,64,72,70,71,67,59,70,68,71,79,82,84,87,68,64,67,63,64,73,70,54,64,63,66,60,54
645,70,63,72,70,71,67,59,70,68,71,79,82,84,87,68,64,67,63,64,73,70,54,64,63,66,60,54
646,70,63,72,70,71,67,59,70,68,71,79,82,84,87,68,64,67,64,64,73,71,54,64,63,67,60,54
647,70,63,72,70,71,67,59,70,68,71,79,82,84,87,68,64,67,64,64,73,71,54,64,63,67,60,55
648,69,63,72,70,71,67,59,70,68,71,79,82,84,87,68,64,67,64,64,73,71,55,64,63,67,61,55
649,69,63,72,71,71,67,59,70,68,71,79,82,84,87,68,64,67,64,64,73,71,55,65,63,67,61,55
650,69,63,72,71,71,67,59,70,68,71,79,82,84,87,68,64,67,64,64,74,72,55,65,64,68,61,55
651,69,63,72,71,71,67,59,70,68,71,79,82,84,86,68,64,67,64,64,74,72,55,65,64,68,61,55
652,69,63,72,71,71,67,59,70,68,71,79,82,84,86,68,64,67,64,64,74,72,56,65,64,68,61,55
653,69,63,72,71,71,67,59,70,68,71,79,82,83,86,68,64,67,65,65,74,72,56,65,64,68,61,55
654,69,63,72,71,71,66,59,70,68,71,79,82,83,86,68,64,67,65,65,74,73,56,65,64,68,61,55
655,69,63,72,71,71,66,59,70,68,71,79,82,83,86,68,64,67,65,65,75,73,56,66,64,69,61,55
656,69,63,72,71,71,66,59,70,68,71,79,82,83,86,68,65,67,65,65,75,73,56,66,65,69,61,55
657,69,63,72,70,71,66,59,69,68,71,79,82,83,86,68,65,68,65,65,75,73,56,66,65,69,61,55
658,69,63,72,70,71,66,59,69,68,70,79,82,83,86,68,65,68,65,65,75,73,56,66,65,69,61,55
659,68,63,72,70,71,66,59,69,68,70,79,81,83,86,68,65,68,65,65,75,74,57,66,65,70,61,55
660,68,63,72,70,71,66,59,69,67,70,79,81,83,86,68,65,68,65,66,75,74,57,66,65,70,61,55
661,68,62,72,70,71,65,59,69,67,70,79,81,83,86,68,65,68,65,66,76,74,57,67,65,70,61,55
662,68,62,72,70,71,65,59,69,67,70,79,81,83,86,68,65,68,65,66,76,74,57,67,66,70,61,55
663,68,62,72,70,71,65,59,69,67,70,79,81,83,86,68,65,68,65,66,76,75,57,67,66,71,61,55
664,68,62,72,70,71,65,59,69,67,70,79,81,83,86,68,65,68,65,66,76,75,57,67,66,71,61,55
665,68,62,72,70,71,65,59,69,67,70,79,81,83,86,68,65,68,65,66,76,75,58,67,66,71,61,55
666,68,62,72,70,71,65,58,69,67,70,79,81,83,86,68,65,68,66,66,76,75,58,68,66,71,61,55
667,68,62,72,70,71,65,58,69,67,70,79,81,83,86,68,66,68,66,67,76,76,58,68,67,71,61,55
668,68,62,72,70,71,65,58,69,67,70,79,81,83,86,69,66,68,66,67,77,76,58,68,67,71,62,55
669,68,62,72,70,71,65,58,69,67,70,79,81,83,86,69,66,68,66,67,77,76,58,68,67,71,62,55
670,68,62,72,70,71,65,58,69,67,70,79,81,83,86,69,66,68,66,67,77,76,58,68,67,72,62,55
671,68,62,72,70,71,65,58,69,67,70,78,81,83,86,69,66,68,66,67,77,76,59,69,67,72,62,55
672,68,62,72,70,71,65,58,69,67,70,78,81,83,86,69,66,69,66,67,77,76,59,69,67,72,62,55
673,68,62,72,70,70,65,58,69,67,70,78,81,83,86,69,66,69,66,67,77,77,59,69,67,72,62,55
674,68,63,72,70,70,65,58,69,67,70,78,81,83,86,69,66,69,66,68,77,77,59,69,67,72,62,55
675,68,63,72,70,70,65,58,69,67,70,78,81,83,86,69,66,69,67,68,78,77,60,70,67,72,62,55
676,68,63,71,70,70,65,58,69,67,70,78,81,83,86,70,66,69,67,68,78,77,60,70,67,73,62,55
677,68,63,71,70,70,65,58,69,67,70,78,81,83,86,70,66,69,67,68,78,77,60,70,68,73,61,55
678,68,63,71,70,70,65,58,69,67,70,78,81,83,86,70,66,69,67,68,78,77,60,70,68,73,61,55
679,68,63,71,70,70,65,58,69,67,70,77,81,83,86,70,67,70,67,68,78,77,60,70,68,73,61,55
680,68,63,71,70,70,65,58,69,67,70,77,81,83,86,70,67,70,67,68,78,77,61,71,68,73,61,55
681,68,63,71,70,70,65,58,69,67,70,77,81,83,86,70,67,70,68,69,78,77,61,71,68,74,61,55
682,68,63,71,70,70,65,58,69,67,70,77,81,83,86,70,67,70,68,69,79,78,61,71,68,74,61,55
683,68,63,71,70,70,65,58,69,67,70,77,81,83,86,70,67,70,68,69,79,78,61,71,69,74,61,55
684,68,63,71,70,69,65,58,69,67,70,77,81,83,86,71,67,70,68,69,79,78,61,71,69,74,61,55
685,68,63,71,70,69,65,58,69,67,70,77,81,83,86,71,67,70,68,69,79,78,62,72,69,74,61,55
686,68,63,71,70,69,65,58,69,67,70,77,81,83,86,71,67,70,68,69,79,78,62,72,69,74,61,55
687,68,63,71,70,69,65,58,69,67,70,77,81,83,86,71,67,70,68,69,79,78,62,72,69,75,61,55
688,68,63,71,70,69,65,58,69,67,70,77,80,83,86,71,67,71,68,69,80,78,62,72,69,75,61,55
689,68,63,71,70,69,65,58,69,67,70,77,80,83,86,71,68,71,68,70,80,79,62,72,69,75,61,55
690,67,63,71,70,69,65,58,69,66,70,77,80,83,85,71,68,71,69,70,80,79,62,72,70,75,61,55
691,67,63,71,70,69,65,58,69,66,70,77,80,83,85,71,68,71,69,70,80,79,62,72,70,75,61,55
692,67,62,71,70,69,64,58,69,66,70,77,80,83,85,71,68,71,69,70,80,79,63,72,70,75,61,55
693,67,62,71,69,69,64,58,69,66,70,77,80,82,85,71,68,71,69,70,80,79,63,72,70,76,61,55
694,67,62,70,69,69,64,58,69,66,70,77,80,82,85,71,68,71,69,70,80,80,63,72,70,76,61,55
695,67,62,70,69,69,64,58,69,66,70,77,80,82,85,71,68,71,69,70,80,80,63,72,70,76,61,55
696,66,62,70,69,69,64,58,69,66,69,77,80,82,85,71,68,70,68,70,80,80,63,73,70,76,61,55
697,66,61,70,69,69,64,58,69,66,69,76,80,82,85,71,68,70,68,70,80,80,63,73,70,76,60,55
698,66,61,70,69,69,64,57,68,66,69,76,80,82,85,70,67,70,68,70,80,80,63,72,70,76,60,55
699,65,61,70,69,69,64,57,68,65,69,76,79,81,84,70,67,70,68,70,79,80,63,72,70,76,60,55
700,65,60,69,68,68,64,57,68,65,68,75,79,81,84,69,67,69,67,70,79,79,63,72,69,75,59,54
